page	line4Filename	top_on_page	bottom_on_page	left_on_page	right_on_page	AT	GT01	GT02	enriched_y_n	color_img_file_name
22	15	5040	5489	883	5141	את אהרן מה עשו של אהר כא ישר' מרריבי ואוה			0	bge-cl0146_022.jpg
22	16	5337	5786	883	5141	נזכר והכתוב אומ' ני את אהי והרי כתי' א צו את			0	bge-cl0146_022.jpg
22	17	5598	6047	883	5148	בני ישרﭏ ואמרר ﭏיהם את קרבני וג' וכא הוא אומ' צ 			0	bge-cl0146_022.jpg
22	18	5890	6339	883	5148	אהרן˙ זאת תורת העולה אמ' ה''' כל מי שהוא מעליה			0	bge-cl0146_022.jpg
22	19	6150	6599	883	5159	עצמו סופו ליל באש שנ' היא העולה על מורדה על			0	bge-cl0146_022.jpg
23	1	1218	1667	640	4899	ה מזבח וג' דור המביל על שאמרו מה שדי כיבדן			0	bge-cl0146_023.jpg
23	2	1523	1972	640	4892	ומה נועיל כי נפגע בו˙ לפכך נידונו באש שנא בעה			0	bge-cl0146_023.jpg
23	3	1806	2255	640	4892	יזורבו נצמת בחומ נדעכו ממקומם˙ וכן הסדומיי			0	bge-cl0146_023.jpg
23	4	2103	2552	640	4899	ויוי המטיר על סדום ועל וג' וכןפרעה שאמ' מי יוי			0	bge-cl0146_023.jpg
23	5	2392	2841	640	4900	ועיל את ענמה ואמר לי יאורי וג' לפיכך נדו ע			0	bge-cl0146_023.jpg
23	6	2682	3131	640	4901	מורה שכן היא אומר וירעם מ שמים יוי ועין וג'			0	bge-cl0146_023.jpg
23	7	2951	3400	640	4902	וגיחולי וכ הא אמר ויהי ברד ואש מתקרית			0	bge-cl0146_023.jpg
23	8	3284	3733	640	4892	בתו וג וא שנוריב עילה אתעכמו שנ אני			0	bge-cl0146_023.jpg
23	9	3536	3985	640	4899	מרום הרים ירכתי לבנון מה אירע לו ביד מלאכיך			0	bge-cl0146_023.jpg
23	10	3820	4269	640	4899	חרפת יוי˙ מה היה לו ויצא מנאך יוי וג' ותחת כבודו			0	bge-cl0146_023.jpg
23	11	4077	4526	640	4899	יקד יקוד כיקוד אש˙ מהו תחת כבודו ששרףם אותו			0	bge-cl0146_023.jpg
23	12	4326	4775	640	4899	מבפנים והניח בגדיו מבחוץ שכבורו של אם כסותו			0	bge-cl0146_023.jpg
23	13	4599	5048	640	4906	ולמרי הת יח ה'ב'ה' את בגדיו מבחוץ על שם שהיה מבני			0	bge-cl0146_023.jpg
23	14	4893	5342	640	4892	בניו של שם˙˙ שנ' בני שם עילם ואשור וג' אמר ה'ב'ה			0	bge-cl0146_023.jpg
23	15	5151	5600	640	4899	חייב אני לשם אביהם שנטלו את בגדיהם וכסו את ות			0	bge-cl0146_023.jpg
23	16	5431	5880	640	4892	אביהם שנ' ויקח שם ויפת את השלמה לפיכך הניח הב'ה			0	bge-cl0146_023.jpg
23	17	5721	6170	640	4908	את ביהם ושרף את גופן היא העולה עלמי			0	bge-cl0146_023.jpg
23	18	5987	6436	640	4899	וכן נבוכרד נצר' עילה את עצמו ואמר השמים			0	bge-cl0146_023.jpg
23	19	6256	6705	640	4899	ממעל לכוכבי ﭏ ארים כסאי˙ ולא עוד ﭏא אמ' אעלה			0	bge-cl0146_023.jpg
24	1	1148	1597	882	5214	על במרתי עב אדמה לעליון˙˙ וכן אמר ל חנעיה וחביריו			0	bge-cl0146_024.jpg
24	2	1440	1889	882	5213	ומן הוא ﭏה די ישיזבנכון מן ידי ביתו שרפתי ועמו			0	bge-cl0146_024.jpg
24	3	1730	2179	882	5213	הגליתי ולא עמד עלי בביתו˙ בבתי הוא יכול˙ מהעש			0	bge-cl0146_024.jpg
24	4	2008	2457	882	5206	השליכו לכבשן האש ˙˙ מה עשה ה'ב'ה' רמז לכבשן ונעש			0	bge-cl0146_024.jpg
24	5	2314	2763	882	5213	פלאיה ומי שראוי לישרף לא נשרף ומי שלא היה ראוי			0	bge-cl0146_024.jpg
24	6	2600	3049	882	5213	לישרף נשא ויצאה האש ושרפה חצי האוה שבך			0	bge-cl0146_024.jpg
24	7	2862	3311	882	5218	מוצא כשלב'נסו לחנוכת צלמא לכתחלה שמונה			0	bge-cl0146_024.jpg
24	8	3153	3602	882	5213	אומות היו שנ' באדין תכנשין אחשדרפניא סגיא			0	bge-cl0146_024.jpg
24	9	3446	3895	882	5218	ופחוות אדרגזריא הדבריא דתבר יא תפת יא ו			0	bge-cl0146_024.jpg
24	10	3739	4188	882	5213	שולטני מדינתא למיתי לחנוכת צלמא דיהקי			0	bge-cl0146_024.jpg
24	11	4030	4479	882	5213	בוכרצר מלכא הרי ח'˙ וכשנת כנסו לראות לני			0	bge-cl0146_024.jpg
24	12	4337	4786	882	5213	מישﭏ ועזריה אין כת' שם ﭏא ארבע אמות ומן			0	bge-cl0146_024.jpg
24	13	4595	5044	882	5206	אחשדרפניא סגניא ופחותא והדברי מלכא והין			0	bge-cl0146_024.jpg
24	14	4936	5385	882	5213	ארבע אמות קטיל המון שביבא די נורא˙˙ אףנבוכד			0	bge-cl0146_024.jpg
24	15	5186	5635	882	5213	ש באש ונעשה אש אימתי שרחו עליו˙ ולה הוא			0	bge-cl0146_024.jpg
24	16	5460	5909	882	5206	לא נשרקף כולו ﭏא אמ' הב'ה' הניחו רשע כדי שידע ל			0	bge-cl0146_024.jpg
24	17	5740	6189	882	5206	מי גידף אמ' לו ה'ב'ה' לא כבר אמרת איני מבקש עוד			0	bge-cl0146_024.jpg
24	18	6046	6495	882	5221	לילך עם בני אדם ﭏא אעלה על במתי עב אדמה			0	bge-cl0146_024.jpg
25	1	1087	1536	641	4825	לעלין יך אני עושה לך˙ ולך טרדין מן בני 	לעליון חייך אני עושה לך˙ ולך טרדין מן בני אנשא		0	bge-cl0146_025.jpg
25	2	1388	1837	641	4825	גם חיות בררו מדורך וג' כשם שהביא מכוה על	ועם חיות ברא מדורך וג' כשם שהביא מכות על		0	bge-cl0146_025.jpg
25	3	1640	2089	641	4826	פרעה ועל מצרים כך הביא על נכוכד פכר שממ	פרעה ועל מצרים כך הביא על נבוכדנצר שאמר		0	bge-cl0146_025.jpg
25	4	1879	2328	641	4826	אתייא ותמהייא די עבד עמי ﭏהא עילאה שפ	אתייא ותמהייא די עבד עמי ﭏהא עילאה שפר		0	bge-cl0146_025.jpg
25	5	2149	2598	641	4831	קדמי להחויה˙ אימתי לאחר שנשרק לכך אמ' היא 	קדמי להחויה˙ אימתי לאחר שנשרף לכך אמ' היא //		0	bge-cl0146_025.jpg
25	6	2428	2877	641	4833	העולה˙˙ דא' על מוקדה על המזבח זדו מלכות הרשעה	העולה˙˙ ד'א' על מוקדה על המזבח זו מלכות הרשעה		0	bge-cl0146_025.jpg
25	7	2700	3149	641	4838	שעילת עצמה שכת' בה אם ת גביה כר נידונת באש	שעילת עצמה שכת' בה אם תגביה כנשר נידונת באש		0	bge-cl0146_025.jpg
25	8	2999	3448	641	4818	ש' חזה הוית עד די קטילת חיות א והובד גשמה היב	שנ' חזה הוית עד די קטילת חיותא והובד גשמה ויהיבת		0	bge-cl0146_025.jpg
25	9	3295	3744	641	4831	קידת אשא˙˙ אמ' הב'ה' והיה בית יעקב אש ובית	ליקידת אשא˙˙ אמ' ה'ב'ה' והיה בית יעקב אש ובית		0	bge-cl0146_025.jpg
25	10	3558	4007	641	4818	וסףם ובית וג' כי כי דבר ומה דבר על ידי משה א	יוסף להבה ובית וג' כי יוי דבר ומה דבר על ידי משה היא		0	bge-cl0146_025.jpg
25	11	3834	4283	641	4818	העולה על מוקדה ואחר כך ועלו מושיעים בהר צין	העולה על מוקדה ואחר כך ועלו מושיעים בהר ציון		0	bge-cl0146_025.jpg
25	12	4138	4587	641	4826	לשנוטוג'˙˙ סיסרא שחירק שכך כתוב והוא לחץ את	לשפוט וג'˙˙ סיסרא שחירף שכך כתוב והוא לחץ את 		0	bge-cl0146_025.jpg
25	13	4407	4856	641	4818	ישרﭏ בחזקה מהו בחזקה בחירופין ובגידופי לצכ	ישרﭏ בחזקה מהו בחזקה בחירופין ובגידופין לפיכך		0	bge-cl0146_025.jpg
25	14	4706	5155	641	4826	נדון באש שנ' מן שמים נלחמו הכוכבי' ג' ולעול	נדון באש שנ' מן שמים נלחמו הכוכבי' וג' ולעולם		0	bge-cl0146_025.jpg
25	15	4971	5420	641	4826	הבא כשה'ב'ה' נפרע מן עשו באותה שעה מיד עשו שה	הבא כשה'ב'ה' נפרע מן עשו באותה שעה מה עשו עושה		0	bge-cl0146_025.jpg
25	16	5241	5690	641	4826	מתטף בטליתו כוקן ובא ויושב לו אצל יעקב מנין	מתעטף בטליתו כזקן ובא ויושב לו אצל יעקב מנין //		0	bge-cl0146_025.jpg
25	17	5518	5967	641	4826	שכך כתי' אם בוין כוכבים שים קנך ואין כוכבי' ﭏא ישרﭏ	שכך כתי' אם ב ן כוכבים שים קנך ואין כוכבי' ﭏא ישרﭏ		0	bge-cl0146_025.jpg
25	18	5804	6253	641	4831	' הבט נא השמימה וסכור הכוכבי' וכת' כה יהיה זרעך	שנ' הבט נא השמימה וספור הכוכבי' וכת' כה יהיה זרעך		0	bge-cl0146_025.jpg
25	19	6077	6526	641	4832	היעקב אומ' לו אחי אתה לא תהא כיוצא בי שנ' אהי	ומה יעקב אומ' לו אחי אתה לא תהא כיוצא בי שנ' אהי		0	bge-cl0146_025.jpg
26	1	1178	1627	749	5091	דברך מור אהי קטבך שאול˙ אחי דבר מות אם הייתי	דברך מות אהי קטבך שאול˙ אחי דבר מות אם הייתי		1	bge-cl0146_026.jpg
26	2	1452	1901	749	5091	שומע מה שהייתה גוזר עלי שאעבוד עז' דיפרוסופין	שומע מה שהייתה גוזר עלי שאעבוד ע'ז' דיפרוסופין		1	bge-cl0146_026.jpg
26	3	1714	2163	749	5091	הייתי מתחייב אם הייתי עובד יירי חייב מיתה לשמים	הייתי מתחייב אם הייתי עובד הייתי חייב מיתה לשמים		1	bge-cl0146_026.jpg
26	4	1982	2431	749	5091	ואם לא הייתי עובד הייתה אתה הורגני לכך דברך מות	ואם לא הייתי עובד הייתה אתה הורגני לכך דברך מות		1	bge-cl0146_026.jpg
26	5	2262	2711	749	5098	אהי קטבך שאול לשו אילינטסי ירידה היא רטבא כיון	אהי קטבך שאול לשון אילינטסי ירידה היא קטבא˙ כיון		1	bge-cl0146_026.jpg
26	6	2530	2979	749	5091	כיון שעשו יורדד לשאול˙ יעקב משתייר בעולם לבדו שנ'	כיון שעשו יורד לשאול˙ יעקב משתייר בעולם לבדו שנ'		1	bge-cl0146_026.jpg
26	7	2793	3242	749	5091	והשלישית יותר בה˙ ואין שלישי ﭏא ישר' שנ' יהיה ישר	והשלישית יותר בה˙ ואין שלישית ﭏא ישר' שנ' יהיה ישר'		1	bge-cl0146_026.jpg
26	8	3049	3498	749	5091	שלישיה  משעשו מסתלק מן העולם הב'ה' וישר'' הן לבן	שלישיה˙ משעשו מסתלק מן העולם ה'ב'ה' וישר' הן לבדן		1	bge-cl0146_026.jpg
26	9	3323	3772	749	5098	משתמיין שנ' אחת היא יונתי תמתי וכן הוא אומ' יוי בד	משתיירין שנ' אחת היא יונתי תמתי וכן הוא אומ יוי בדד		1	bge-cl0146_026.jpg
26	10	3610	4059	749	5091	וכ' אחר אומ' יוי בדד ינחנו ואין עמו ﭏ נכר˙˙ ות	וכת' אחר אומ' יוי בדד ינחנו ואין עמו ﭏ נכר˙˙ וזאת		1	bge-cl0146_026.jpg
26	11	3843	4292	749	5091	תורת זבח השלמים ז'ש'ה' דרכיה דרכי נועם וג' כל מה	תורת זבח השלמים ז'ש'ה' דרכיה דרכי נועם וג' כל מה 		1	bge-cl0146_026.jpg
26	12	4114	4563	749	5099	שכת' בתורה לשום שלום ואעפ' שכתוב בתור' לשון מלחמות	שכת' בתורה לשום שלום וא'ע'פ' שכתוב בתור' לשון מלחמות		1	bge-cl0146_026.jpg
26	13	4387	4836	749	5091	אף המלחמות לשום שלום נבתבו˙' את מוצא שביטל ה'בה'	אף המלחמות לשום שלום נכתבו˙ את מוצא שביטל ה'ב'ה'		1	bge-cl0146_026.jpg
26	14	4697	5146	749	5091	למשה כי תצור ﭏ עיר וג' כל אותו הענין אמ לו ה'ב'ה' החרם	למשה כי תצור ﭏ עיר וג' כל אותו הענין אמ' לו ה'ב'ה' החרם		1	bge-cl0146_026.jpg
26	15	4977	5426	749	5091	אותם שנ' כי החרם תחרימם ומשה לא עשה כן ﭏא אמר	אותם שנ' כי החרם תחרימם ומשה לא עשה כן ﭏא אמר 		1	bge-cl0146_026.jpg
26	16	5272	5721	749	5098	עכשיו אני הולך ומכה מי חטא ומי לא חיא˙ ﭏא בשלום	עכשיו אני הולך ומכה מי חטא ומי לא חטא˙ ﭏא בשלום 		1	bge-cl0146_026.jpg
26	17	5511	5960	749	5091	אני בא עליהם שנ' ואשלח מלאכים ממדבר קדמות ﭏ חיחו' וג'	אני בא עליהם שנ' ואשלח מלאכים ממדבר קדמות ﭏ סיחו' וג'		1	bge-cl0146_026.jpg
26	18	5801	6250	749	5091	דברי שלום ג' אערה בארך וג' כיון שלא רצה בשלום 	דברי שלום וג' אעברה בארצך וג' כיון שלא רצה בשלום הכה		1	bge-cl0146_026.jpg
26	19	6076	6525	749	5101	אותו שנ' ויכו אותו וג' אמ' לו הב'ה' אני אמרתי כי החרם	אותו שנ' ויכו אותו וג' אמ' לו ה'ב'ה' אני אמרתי כי החרם		1	bge-cl0146_026.jpg
26	20	6390	6839	749	5101	תחרימם			0	bge-cl0146_026.jpg
27	1	1059	1508	724	4884	תחרימם˙ ואתה לא עשיתה כך חייך כשם שאמרת כך אני	תחרימם˙ ואתה לא עשיתה כך חייך כשם שאמרת כך אני		1	bge-cl0146_027.jpg
27	2	1319	1768	724	4884	עושה שנ' כי תקרב עיר וג' וקראת ﭏיה לשלום לכך נאמ	עושה שנ' כי תקרב עיר וג' וקראת ﭏיה לשלום לכך נאמ'		1	bge-cl0146_027.jpg
27	3	1606	2055	724	4889	דרכיה דרכי נועם˙ ד'א' וזאת תורת זבח השלמים זה שאמ'	דרכיה דרכי נועם˙ ד'א' וזאת תורת זבח השלמים זה שאמ'		1	bge-cl0146_027.jpg
27	4	1892	2341	724	4883	הכת' אשמעה מה ידבי הﭏ יוי אמרו רבתי' אמ' מומו	הכת' אשמעה מה ידבר הﭏ יוי אמרו רבותי' אמ' אומות		1	bge-cl0146_027.jpg
27	5	2163	2612	724	4883	העולם לבלעם הרשע למה אמ' ה'ב'ה' לישרﭏ שיהו מקריבין	העולם לבלעם הרשע למה אמ' ה'ב'ה' לישרﭏ שיהו מקריבין		1	bge-cl0146_027.jpg
27	6	2407	2856	724	4876	לו ולנו לא אמ' אמ' להם בלעם הקרבנות אינן ﭏא לשלו	לו ולנו לא אמ' אמ' להם בלעם הקרבנות אינן ﭏא לשלום		1	bge-cl0146_027.jpg
27	7	2674	3123	724	4876	ומשקבל את התורה ועושה הכת' בה שהן כתובין באמת יך	ומשקבל את התורה ועושה הכת' בה שהן כתובין באמת צריך		1	bge-cl0146_027.jpg
27	8	2971	3420	724	4883	שירריב קרבנות אבל את מתחלה פסלתם אותה ועכשו	שיקריב קרבנות אבל אתם מתחלה פסלתם אותה ועכשו		1	bge-cl0146_027.jpg
27	9	3235	3684	724	4876	אתם מבקשי' להקריב קרבנות מי שקיבלה הוא מקריב שנ'	אתם מבקשי' להקריב קרבנות מי שקיבלה הוא מקריב שנ'		1	bge-cl0146_027.jpg
27	10	3535	3984	724	4883	יוי עוז לעמו יתן˙ לכך נאמ' אשמעה מה ידבר הﭏ יוי˙	יוי עוז לעמו יתן˙ לכך נאמ' אשמעה מה ידבר הﭏ יוי˙		1	bge-cl0146_027.jpg
27	11	3811	4260	724	4876	ומה דבר זו וזאת תורת זבח השלמים ולמה נאמ' זבח	ומה דבר זו וזאת תורת זבח השלמים ולמה נאמ' זבח		1	bge-cl0146_027.jpg
27	12	4091	4540	724	4876	השלמים שהוא עושה שלום בין המזנבח ובין הכהנים ובין 	השלמים שהוא עושה שלום בין המזבח ובין הכהנים ובין ישר'		1	bge-cl0146_027.jpg
27	13	4377	4826	724	4883	היא העולה אין כתי' בה שלום ולא חטאת ולא באשם ﭏא	היא העולה אין כתי' בה שלום ולא בחטאת ולא באשם ﭏא		1	bge-cl0146_027.jpg
27	14	4641	5090	724	4876	בתודה בוא וראה העולה היתה כולה כליל לאישים והחטאת	בתודה בוא וראה העולה היתה כולה כליל לאישים והחטאת		1	bge-cl0146_027.jpg
27	15	4934	5383	724	4876	היתה דמה ואימוריה למזבח והשאר לכהנים˙ זבח 	היתה דמה ואימוריה למזבח והשאר לכהנים˙ זבח //		1	bge-cl0146_027.jpg
27	16	5216	5665	724	4876	השלמים הה דמה ואימוריה למזבח החזה ושוק לכהנים	השלמים היה דמה ואימוריה למזבח החזה ושוק לכהנים		1	bge-cl0146_027.jpg
27	17	5490	5939	724	4876	ועורה ובשרה לישר' נמצאר עושה שלום בין המזב	ועורה ובשרה לישר' נמצאת עושה שלום בין המזבח 		1	bge-cl0146_027.jpg
27	18	5733	6182	724	4884	ובין הכהנים ובין ישר' לפיכך נקראת זבח השלמ' שהיאשה	ובין הכהנים ובין ישר' לפיכך נקראת זבח השלמי' שהיא עושה		1	bge-cl0146_027.jpg
27	19	6013	6462	724	4890	לכל וזאת תורת זבח השלמים כשהיו מקריבין זבח	לכל וזאת תורת זבח השלמים כשהיו מקריבין זבח		1	bge-cl0146_027.jpg
28	1	1031	1480	890	5178	השלמים היה ה'ב'ה' נושא להם פנים שנ' ישא יוי פניו שי איש	השלמים היה ה'ב'ה' נושא להם פנים שנ' ישא יוי פניו ﭏיך איפשר		1	bge-cl0146_028.jpg
28	2	1350	1799	890	5178	ה'בה' נושא פנים לבריו˙ שני כתובין מכחישי זה את זה כו	ה'ב'ה' נושא פנים לבריות˙ שני כתובין מכחישין זה את זה כתו' 		1	bge-cl0146_028.jpg
28	3	1616	2065	890	5178	אחד אומ' לא אחפוץ במות המת וכתו' אחי אומ' כי ח	אחד אומ' לא אחפוץ במות המת וכתו' אחר אומ' כי חפץ		1	bge-cl0146_028.jpg
28	4	1875	2324	890	5178	וי להמיתם ﭏא עד שלא נחתם גזר דין לא אחפוץ˙ כיון	יוי להמיתם ﭏא עד שלא נחתם גזר דין לא אחפוץ˙ כיון		1	bge-cl0146_028.jpg
28	5	2148	2597	890	5185	שנחתם גזר דין כי חפץ יוי להמיתם ˙ וכן דניﭏ אומ' אבר	שנחתם גזר דין כי חפץ יוי להמיתם˙ וכן דניﭏ אומ' אבל		1	bge-cl0146_028.jpg
28	6	2433	2882	890	5185	אגיד לך את הרשום בכתב אמת˙ אמ' רבותי' מעשה היה	אגיד לך את הרשום בכתב אמת˙ אמ' רבותי' מעשה היה		1	bge-cl0146_028.jpg
28	7	2728	3177	890	5178	ברבינו הקדוש שהיה עובר בסימוניא יצאו כלבני העיר	ברבינו הקדוש שהיה עובר בסימוניא יצאו כל בני העיר		1	bge-cl0146_028.jpg
28	8	2961	3410	890	5178	לקראתו בקשו ממנו זהה אחד מי שילמדם תורה נתן לם	לקראתו בקשו ממנו זקן אחד מי שילמדם תורה נתן להם		1	bge-cl0146_028.jpg
28	9	3252	3701	890	5186	רבי לוי בר' סימון שהיה חכם בתורה˙ אמרו לו רבינו מהו	רבי לוי בר' סימון שהיה חכם בתורה˙ אמרו לו רבינו מהו		1	bge-cl0146_028.jpg
28	10	3511	3960	890	5186	שכתו' בדניﭏ אבל אגיד לך את הרשום בכתב אמת ולא מצ	שכתו' בדניﭏ אבל אגיד לך את הרשום בכתב אמת ולא מצא		1	bge-cl0146_028.jpg
28	11	3785	4234	890	5186	להם תשובה מלהשיבם מיד יצא משם ובא לפני ר' אמר	להם תשובה מלהשיבם מיד יצא משם ובא לפני ר' אמר		1	bge-cl0146_028.jpg
28	12	4078	4527	890	5185	לו לא יכולתי לעמוד בהם ר אמחר שﭏו ממני ולא 	לו לא יכולתי לעמוד בהם דבר אחד שﭏו ממני ולא // 		1	bge-cl0146_028.jpg
28	13	4374	4823	890	5178	מצאתי מלהשיבן אמ' לו מה הדבר אמ' לו אבל אגיד לך	מצאתי מלהשיבן אמ' לו מה הדבר אמ' לו אבל אגיד לך		1	bge-cl0146_028.jpg
28	14	4651	5100	890	5185	את הרשום וג' וכי יש דברים של שקר בתורה אמ' לו תשובה	את הרשום וג' וכי יש דברים של שקר בתורה אמ' לו תשובה		1	bge-cl0146_028.jpg
28	15	4947	5396	890	5186	גדולה היה לך להשיבם אמ' לו היה לך לומ' להם האדם חוטא	גדולה היה לך להשיבם אמ' לו היה לך לומ' להם האדם חוטא		1	bge-cl0146_028.jpg
28	16	5221	5670	890	5178	הבה' רושם עליו מיתה עשה תשובה הכתב מתבטל לא שה	ה'ב'ה' רושם עליו מיתה עשה תשובה הכתב מתבטל לא עשה		1	bge-cl0146_028.jpg
28	17	5518	5967	890	5185	תשובה בבתב אמת˙ ואף כתוב אחד אומ' ישא יוי פניו ﭏיך	תשובה בכתב אמת˙ ואף כתוב אחד אומ' ישא יוי פניו ﭏיך		1	bge-cl0146_028.jpg
28	18	5786	6235	890	5187	וכת' אחר אומ' אשר לא ישא ענים˙ אם ישא למה לא ישא ˙ ﭏא	וכת' אחר אומ' אשר לא ישא פנים˙ אם ישא למה לא ישא˙ ﭏא		1	bge-cl0146_028.jpg
28	19	6082	6531	890	5189	לאומות העילם לא ישא אבל לישר' ישא פנים ישא יוי י	לאומות העולם לא ישא אבל לישר' ישא פנים˙ ישא יוי פניו		1	bge-cl0146_028.jpg
29	1	973	1422	774	4871	ﭏיך אמ' ה'ב'ה' כשם שישר' נושאין לי כנים כך אני נושא 	ﭏיך אמ' ה'ב'ה' כשם שישר' נושאין לי פנים כך אני נושא 		1	bge-cl0146_029.jpg
29	2	1259	1708	774	4865	פנים והיאך נושאין לי פנים אדם מישר' עני יש לו ד'	פנים והיאך נושאין לי פנים˙ אדם מישת' עני יש לו ד'		1	bge-cl0146_029.jpg
29	3	1544	1993	774	4864	אוה' בני' והוא נוטל ככר אחד והם יושבי כולן ואוכלין	או ה' בני' והוא נוטל ככר אחד והם יושבין כולן ואוכלין		1	bge-cl0146_029.jpg
29	4	1820	2269	774	4870	אותו ככר והן שביעי ומברכי' ואומרי' ואכלת ושבעת	אותו ככר והן שביעי' ומברכי' ואמורי' ואכלת ושבעת		1	bge-cl0146_029.jpg
29	5	2064	2513	774	4865	וברכת את יוי וג' אף אני נושא להם פנים ישא יוי פניו ﭏיך	וברכת את יוי וג' אף אני נושא להם פנים ישא יוי פניו ﭏיך		1	bge-cl0146_029.jpg
29	6	2328	2777	774	4872	ויש לך שלום˙ לכר נאמ' וזאת תורת זאת השלמים˙ אם	וישם לך שלום˙ לכך נאמ' וזאת תורת זאת השלמים˙ אם		1	bge-cl0146_029.jpg
29	7	2610	3059	774	4865	על תודה יקריבנו ראה היאך ה'ב'ה סולח לעונותיהן של	על תודה יקריבנו ראה היאך ה'ב'ה' סולח לעונותיהן של 		1	bge-cl0146_029.jpg
29	8	2891	3340	774	4865	ישר' וראה מה הם מקריבין לה'ב'ה' והריב על זבחודה	ישר' וראה מה הם מקריבין ל'ה'בה' והקריב על זבח 		1	bge-cl0146_029.jpg
29	9	3157	3606	774	4866	ﭏא אמ' ה'ב'ה' מי שיש לו פר יביא פר˙ איל יביא איל˙ ומי	ﭏא אמ' ה'ב'ה' מי שיש לו פר יביא פר˙ איל יביא איל˙ ומי 		1	bge-cl0146_029.jpg
29	10	3441	3890	774	4872	שיש לו שה יביא שה יונה יביא יונה˙ תור יביא תור˙ ומי	שיש לו שה יביא שה˙ יונה יביא יונה˙ תור יביא תור˙ ומי		1	bge-cl0146_029.jpg
29	11	3725	4174	774	4865	שאין לו אחד מכל ﭏו יביא סלת˙ ומי שאי לו סלת יביא	שאין לו אחד מכל ﭏו יביא סלת˙ ומי שאין לו סלת יביא		1	bge-cl0146_029.jpg
29	12	4018	4467	774	4870	דברים שנ' קחו עמכם דברים ושובו וג' לכך נאמ' זובח	דברים שנ' קחו עמכם דברים ושובו וג' לכך נאמ' זובח		1	bge-cl0146_029.jpg
29	13	4293	4742	774	4865	תודה אמ'ר' עקיבה כל מי שאמ' שירה בעולם הזה זונכה	תודה אמ' ר' עקיבה כל מי שאמ' שירה בעולם הזה זוכה		1	bge-cl0146_029.jpg
29	14	4564	5013	774	4864	ואומרה לעולם הבא˙ שנ' אז ישיר משה˙ שר לא נאמר	ואומרה לעולם הבא˙ שנ' אז ישיר משה˙ שר לא נאמר		1	bge-cl0146_029.jpg
29	15	4846	5295	774	4864	ﭏא ישיר הוי כל שאמ' שירה בעולם הזה זוכה ואומרה	ﭏא ישיר הוי כל שאמ' שירה בעולם הזה זוכה ואומרה		1	bge-cl0146_029.jpg
29	16	5136	5585	774	4857	לעולם הבא לכך נאמ' זובח תודה יכבדנני˙ וזאת תורת 	לעולם הבא לכך נאמ' זובח תודה יכבדנני˙ וזאת תורת 		1	bge-cl0146_029.jpg
29	17	5385	5834	774	4865	השלמים גדולים הם השלמי' שהן עושי בין ה'ב'ה לישר' ר' ﭏעי	השלמים גדולים הם השלמי' שהן עושין בין ה'ב'ה' לישר' ר' ﭏעזר		1	bge-cl0146_029.jpg
29	18	5653	6102	774	4865	הקפר אומ' גדול השלום שאפי ייר' עובדין ע'ז' ונעשין ה	הקפר אומ' גדול השלום שאפי' ישר' עובדין ע'ז' ונעשין 		1	bge-cl0146_029.jpg
29	19	5950	6399	774	4857	אין מדת הדין נוגעת בהן שנ' חבור עצבים אפרים הנח לו	אין מדת הדין נוגעת בהן שנ' חבור עצבים אפרים הנח לו		1	bge-cl0146_029.jpg
29	20	6202	6651	774	4865	אמ' ר' לוי גדול הוא השלום שאין חותם כרכת כהנים	אמ' ר' לוי גדול הוא השלום שאין חותם ברכת כהנים		1	bge-cl0146_029.jpg
30	1	1035	1484	806	5126	ﭏא בשלום שנ' וישם לך שלום˙ אמ' ר' שמעוה בן גמליﭏ˙˙			0	bge-cl0146_030.jpg
30	2	1332	1781	806	5126	גדול הוא השלום שהרבה דברים כובי' בתורה שלא הו לשלום			0	bge-cl0146_030.jpg
30	3	1585	2034	806	5135	ועשאן ה'ה' לשלום  וﭏוהן כשמת יעקב וידאו אחי יוסכי מת			0	bge-cl0146_030.jpg
30	4	1878	2327	806	5134	ביהם מה עעו הלכו אצל בלהה וממרו לה לכינל יוסם 			0	bge-cl0146_030.jpg
30	5	2178	2627	806	5126	ואמי לו אביך צוה לפני מותולאמד˙˙ כה תאמרו ליו			0	bge-cl0146_030.jpg
30	6	2453	2902	806	5133	ומעולם לא צוה יעקב מכל הדברים הה כלום˙ ﭏא מעמ			0	bge-cl0146_030.jpg
30	7	2687	3136	806	5142	אמ ז˙ אמ' ר' שמעון בן גמליﭏ כמה דיו משפ וכמה			0	bge-cl0146_030.jpg
30	8	3002	3451	806	5134	קלמין משתברין וכמה עורות מתעבדי וינוקי מתרעין			0	bge-cl0146_030.jpg
30	9	3269	3718	806	5134	ללמיד דבר שלא היה בתורה ראה כמה הוא כח הילום ˙˙			0	bge-cl0146_030.jpg
30	10	3549	3998	806	5134	וכן אתה מוצא בשרה כיון שבאו מלאי השרת לאברהם אמ			0	bge-cl0146_030.jpg
30	11	3802	4251	806	5135	למה זה צחק שרה לאמר ג' ואני זקנתי כל כךר למה			0	bge-cl0146_030.jpg
30	12	4101	4550	806	5134	בשביל השלום לעולם הבא כשחזיר ה'ב'ה' את הגליות ליירושלם			0	bge-cl0146_030.jpg
30	13	4415	4864	806	5140	בשלום הוא מחזירן שנ' שﭏו שלום ירשלם וכ הוא אומר			0	bge-cl0146_030.jpg
